V160001,pid3,party,biden,ryan,merkel,putin,roberts,talk,meeting,wear,work,campaigndon,partydon,attend,petition,post,contact,vote16,feeldem,feelrep,feellib,feelcons,pid7,ideo7,ideo3
301355,(1) 1. Democrat,Democrat,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,60,30,85,15,(2) 2. Not very strong Democrat,(02) 2. Liberal,
301356,(3) 3. Independent,Independent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,60,50,(3) 3. Independent-Democrat,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
301357,(2) 2. Republican,Republican,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,15,60,30,60,(7) 7. Strong Republican,(06) 6. Conservative,
301365,(2) 2. Republican,Republican,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,85,40,60,(6) 6. Not very strong Republican,(05) 5. Slightly conservative,
301366,(2) 2. Republican,Republican,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,30,70,0,100,(7) 7. Strong Republican,(06) 6. Conservative,
301367,(2) 2. Republican,Republican,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,60,40,50,(6) 6. Not very strong Republican,(05) 5. Slightly conservative,
301368,(2) 2. Republican,Republican,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,15,70,30,100,(7) 7. Strong Republican,(05) 5. Slightly conservative,
301369,(2) 2. Republican,Republican,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,30,85,(7) 7. Strong Republican,(05) 5. Slightly conservative,
301370,(1) 1. Democrat,Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,70,50,(1) 1. Strong Democrat,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
301371,(1) 1. Democrat,Democrat,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85,30,100,100,(1) 1. Strong Democrat,(99) 99. Haven't thought much about this,(1) 1. Liberal
301373,(3) 3. Independent,Independent,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,15,15,60,60,(4) 4. Independent,(07) 7. Extremely conservative,
301375,(1) 1. Democrat,Democrat,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,85,50,15,50,(1) 1. Strong Democrat,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
301376,(3) 3. Independent,Independent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,60,70,(5) 5. Independent-Republican,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
301377,(1) 1. Democrat,Democrat,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,60,40,50,40,(1) 1. Strong Democrat,(04) 4. Moderate/ middle of the road,(2) 2. Conservative
301383,(1) 1. Democrat,Democrat,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,60,70,60,70,(2) 2. Not very strong Democrat,(04) 4. Moderate/ middle of the road,(2) 2. Conservative
301384,(3) 3. Independent,Independent,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,60,30,70,50,(3) 3. Independent-Democrat,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
301388,(1) 1. Democrat,Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,30,70,60,(1) 1. Strong Democrat,(02) 2. Liberal,
301389,(1) 1. Democrat,Democrat,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,70,85,60,(1) 1. Strong Democrat,(02) 2. Liberal,
301391,(1) 1. Democrat,Democrat,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,50,50,50,(1) 1. Strong Democrat,(04) 4. Moderate/ middle of the road,(2) 2. Conservative
301393,(1) 1. Democrat,Democrat,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,50,15,85,30,(1) 1. Strong Democrat,(02) 2. Liberal,
301396,(3) 3. Independent,Independent,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,70,15,(4) 4. Independent,(01) 1. Extremely liberal,
301399,(1) 1. Democrat,Democrat,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,75,38,69,30,(2) 2. Not very strong Democrat,(03) 3. Slightly liberal,
301402,(1) 1. Democrat,Democrat,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85,40,85,40,(1) 1. Strong Democrat,(02) 2. Liberal,
301404,(3) 3. Independent,Independent,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,15,30,0,85,(5) 5. Independent-Republican,(06) 6. Conservative,
301408,(0) 0. No preference (FTF ONLY),No Party,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,30,70,40,40,(5) 5. Independent-Republican,(06) 6. Conservative,
301410,(1) 1. Democrat,Democrat,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,70,15,95,100,(1) 1. Strong Democrat,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
301411,(0) 0. No preference (FTF ONLY),No Party,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,40,100,100,(5) 5. Independent-Republican,(99) 99. Haven't thought much about this,(1) 1. Liberal
301412,(1) 1. Democrat,Democrat,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,70,0,60,50,(1) 1. Strong Democrat,(02) 2. Liberal,
301416,(2) 2. Republican,Republican,,,,,,,,,,,,,,,,,50,50,,,(6) 6. Not very strong Republican,,
301418,(3) 3. Independent,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,50,50,0,100,(5) 5. Independent-Republican,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
301419,(2) 2. Republican,Republican,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,30,85,15,100,(7) 7. Strong Republican,(07) 7. Extremely conservative,
301420,(3) 3. Independent,Independent,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,50,50,(3) 3. Independent-Democrat,(03) 3. Slightly liberal,
301421,(3) 3. Independent,Independent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,60,(4) 4. Independent,(99) 99. Haven't thought much about this,(3) 3. Moderate
301423,(1) 1. Democrat,Democrat,,,,,,,,,,,,,,,,,50,50,,,(2) 2. Not very strong Democrat,,
301429,(1) 1. Democrat,Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,50,50,(1) 1. Strong Democrat,(04) 4. Moderate/ middle of the road,(2) 2. Conservative
301433,(2) 2. Republican,Republican,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,40,60,30,85,(7) 7. Strong Republican,(06) 6. Conservative,
301434,(1) 1. Democrat,Democrat,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,95,30,85,85,(2) 2. Not very strong Democrat,(03) 3. Slightly liberal,
301436,(1) 1. Democrat,Democrat,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,10,60,85,(2) 2. Not very strong Democrat,(04) 4. Moderate/ middle of the road,(2) 2. Conservative
301439,(3) 3. Independent,Independent,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,60,40,60,(5) 5. Independent-Republican,(04) 4. Moderate/ middle of the road,(2) 2. Conservative
301440,(2) 2. Republican,Republican,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,40,60,40,60,(7) 7. Strong Republican,(05) 5. Slightly conservative,
301442,(3) 3. Independent,Independent,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,(3) 3. Independent-Democrat,(04) 4. Moderate/ middle of the road,
301446,(2) 2. Republican,Republican,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,40,60,30,60,(7) 7. Strong Republican,(06) 6. Conservative,
301452,(1) 1. Democrat,Democrat,,,,,,,,,,,,,,,,,65,35,,,(1) 1. Strong Democrat,,
301454,(5) 5. Other party SPECIFY,Other,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,30,0,50,0,(4) 4. Independent,(01) 1. Extremely liberal,
301455,(2) 2. Republican,Republican,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,15,70,0,70,(7) 7. Strong Republican,(05) 5. Slightly conservative,
301456,(3) 3. Independent,Independent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,70,50,60,(5) 5. Independent-Republican,(99) 99. Haven't thought much about this,(1) 1. Liberal
301457,(3) 3. Independent,Independent,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,20,70,40,(3) 3. Independent-Democrat,(02) 2. Liberal,
301458,(1) 1. Democrat,Democrat,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,100,40,70,60,(1) 1. Strong Democrat,(99) 99. Haven't thought much about this,(2) 2. Conservative
301459,(3) 3. Independent,Independent,,,,,,,,,,,,,,,,,40,50,,,(3) 3. Independent-Democrat,,
301460,(3) 3. Independent,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100,30,40,70,(3) 3. Independent-Democrat,(06) 6. Conservative,
301461,(2) 2. Republican,Republican,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,100,100,85,85,(7) 7. Strong Republican,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
301462,(2) 2. Republican,Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,50,50,(6) 6. Not very strong Republican,(99) 99. Haven't thought much about this,(2) 2. Conservative
301464,(3) 3. Independent,Independent,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,60,40,60,85,(3) 3. Independent-Democrat,(06) 6. Conservative,
301465,(2) 2. Republican,Republican,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,40,60,100,100,(6) 6. Not very strong Republican,(05) 5. Slightly conservative,
301467,(3) 3. Independent,Independent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,70,40,40,(3) 3. Independent-Democrat,(03) 3. Slightly liberal,
301472,(1) 1. Democrat,Democrat,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,100,30,85,40,(1) 1. Strong Democrat,(02) 2. Liberal,
301474,(3) 3. Independent,Independent,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,100,0,50,85,(3) 3. Independent-Democrat,(99) 99. Haven't thought much about this,(2) 2. Conservative
301479,(2) 2. Republican,Republican,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15,40,60,40,(6) 6. Not very strong Republican,(05) 5. Slightly conservative,
301481,(3) 3. Independent,Independent,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,80,60,85,60,(3) 3. Independent-Democrat,(02) 2. Liberal,
301482,(2) 2. Republican,Republican,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,100,0,100,(7) 7. Strong Republican,(06) 6. Conservative,
301483,(1) 1. Democrat,Democrat,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,70,70,70,70,(2) 2. Not very strong Democrat,(05) 5. Slightly conservative,
301488,(2) 2. Republican,Republican,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,50,70,40,60,(6) 6. Not very strong Republican,(05) 5. Slightly conservative,
301489,(3) 3. Independent,Independent,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,60,30,100,(5) 5. Independent-Republican,(06) 6. Conservative,
301491,(1) 1. Democrat,Democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,0,60,70,(2) 2. Not very strong Democrat,(99) 99. Haven't thought much about this,(1) 1. Liberal
301495,(3) 3. Independent,Independent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,60,50,50,(5) 5. Independent-Republican,(99) 99. Haven't thought much about this,
301496,(2) 2. Republican,Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,60,15,60,(7) 7. Strong Republican,(06) 6. Conservative,
301497,(3) 3. Independent,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,70,70,30,50,(5) 5. Independent-Republican,(99) 99. Haven't thought much about this,(1) 1. Liberal
301498,(2) 2. Republican,Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15,85,0,85,(7) 7. Strong Republican,(06) 6. Conservative,
301500,(3) 3. Independent,Independent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,50,50,(3) 3. Independent-Democrat,(04) 4. Moderate/ middle of the road,(2) 2. Conservative
301501,(3) 3. Independent,Independent,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,70,50,85,60,(3) 3. Independent-Democrat,(02) 2. Liberal,
301511,(1) 1. Democrat,Democrat,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,60,15,70,15,(2) 2. Not very strong Democrat,(01) 1. Extremely liberal,
301513,(1) 1. Democrat,Democrat,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50,50,(2) 2. Not very strong Democrat,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
301514,(2) 2. Republican,Republican,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,70,40,60,60,(6) 6. Not very strong Republican,(04) 4. Moderate/ middle of the road,(2) 2. Conservative
301515,(1) 1. Democrat,Democrat,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,30,60,40,(1) 1. Strong Democrat,(02) 2. Liberal,
301516,(1) 1. Democrat,Democrat,,,,,,,,,,,,,,,,,65,15,,,(1) 1. Strong Democrat,,
301519,(1) 1. Democrat,Democrat,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,85,40,85,40,(1) 1. Strong Democrat,(99) 99. Haven't thought much about this,(1) 1. Liberal
301522,(1) 1. Democrat,Democrat,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,60,50,50,85,(1) 1. Strong Democrat,(06) 6. Conservative,
301527,(3) 3. Independent,Independent,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,15,30,15,70,(5) 5. Independent-Republican,(05) 5. Slightly conservative,
301528,(2) 2. Republican,Republican,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15,100,15,100,(7) 7. Strong Republican,(06) 6. Conservative,
301530,(3) 3. Independent,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,50,50,50,(4) 4. Independent,(99) 99. Haven't thought much about this,(3) 3. Moderate
301533,(3) 3. Independent,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,30,100,70,(3) 3. Independent-Democrat,(03) 3. Slightly liberal,
301536,(2) 2. Republican,Republican,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,25,65,15,85,(7) 7. Strong Republican,(06) 6. Conservative,
301538,(1) 1. Democrat,Democrat,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,70,15,70,40,(1) 1. Strong Democrat,(01) 1. Extremely liberal,
301541,(2) 2. Republican,Republican,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,50,85,40,85,(7) 7. Strong Republican,(05) 5. Slightly conservative,
301544,(1) 1. Democrat,Democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,50,50,(2) 2. Not very strong Democrat,(99) 99. Haven't thought much about this,(1) 1. Liberal
301545,(1) 1. Democrat,Democrat,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,60,0,60,60,(1) 1. Strong Democrat,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
301551,(3) 3. Independent,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,50,,(5) 5. Independent-Republican,(99) 99. Haven't thought much about this,(3) 3. Moderate
301552,(2) 2. Republican,Republican,,,,,,,,,,,,,,,,,0,70,,,(7) 7. Strong Republican,,
301553,(0) 0. No preference (FTF ONLY),No Party,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,60,50,50,50,(4) 4. Independent,(03) 3. Slightly liberal,
301556,(1) 1. Democrat,Democrat,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,60,0,85,0,(2) 2. Not very strong Democrat,(01) 1. Extremely liberal,
301560,(5) 5. Other party SPECIFY,Other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,85,50,50,(4) 4. Independent,(99) 99. Haven't thought much about this,(2) 2. Conservative
301562,(3) 3. Independent,Independent,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,50,60,30,70,(5) 5. Independent-Republican,(05) 5. Slightly conservative,
301563,(2) 2. Republican,Republican,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,60,15,85,(7) 7. Strong Republican,(06) 6. Conservative,
301564,(1) 1. Democrat,Democrat,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,60,30,85,30,(2) 2. Not very strong Democrat,(02) 2. Liberal,
301566,(3) 3. Independent,Independent,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15,70,50,50,(5) 5. Independent-Republican,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
301567,(1) 1. Democrat,Democrat,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,85,50,70,40,(2) 2. Not very strong Democrat,(03) 3. Slightly liberal,
301570,(2) 2. Republican,Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,30,85,(6) 6. Not very strong Republican,(06) 6. Conservative,
301572,(1) 1. Democrat,Democrat,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,85,60,50,40,(1) 1. Strong Democrat,(03) 3. Slightly liberal,
301580,(1) 1. Democrat,Democrat,,,,,,,,,,,,,,,,,85,0,,,(1) 1. Strong Democrat,,
301583,(1) 1. Democrat,Democrat,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,(1) 1. Strong Democrat,(99) 99. Haven't thought much about this,(3) 3. Moderate
301584,(3) 3. Independent,Independent,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,50,50,(4) 4. Independent,(05) 5. Slightly conservative,
301589,(1) 1. Democrat,Democrat,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,30,50,70,(1) 1. Strong Democrat,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
301590,(3) 3. Independent,Independent,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,40,60,50,50,(5) 5. Independent-Republican,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
301594,(2) 2. Republican,Republican,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,60,70,(7) 7. Strong Republican,(05) 5. Slightly conservative,
301596,(3) 3. Independent,Independent,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,15,(5) 5. Independent-Republican,(06) 6. Conservative,
301598,(3) 3. Independent,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,65,,,(4) 4. Independent,(99) 99. Haven't thought much about this,
301601,(3) 3. Independent,Independent,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,60,85,70,(4) 4. Independent,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
301602,(1) 1. Democrat,Democrat,,,,,,,,,,,,,,,,,85,15,,,(1) 1. Strong Democrat,,
301603,(3) 3. Independent,Independent,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,30,40,40,60,(5) 5. Independent-Republican,(07) 7. Extremely conservative,
301605,(2) 2. Republican,Republican,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,50,30,85,(6) 6. Not very strong Republican,(05) 5. Slightly conservative,
301607,(3) 3. Independent,Independent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,60,60,(5) 5. Independent-Republican,(01) 1. Extremely liberal,
301608,(1) 1. Democrat,Democrat,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,85,0,70,40,(1) 1. Strong Democrat,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
301610,(3) 3. Independent,Independent,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,30,30,30,70,(5) 5. Independent-Republican,(05) 5. Slightly conservative,
301611,(3) 3. Independent,Independent,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,60,40,70,85,(3) 3. Independent-Democrat,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
301612,(1) 1. Democrat,Democrat,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,60,50,50,50,(2) 2. Not very strong Democrat,(99) 99. Haven't thought much about this,(1) 1. Liberal
301617,(1) 1. Democrat,Democrat,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,85,0,70,15,(1) 1. Strong Democrat,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
301618,(2) 2. Republican,Republican,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,40,60,60,60,(6) 6. Not very strong Republican,(06) 6. Conservative,
301623,(2) 2. Republican,Republican,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,70,30,60,30,(6) 6. Not very strong Republican,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
301624,(3) 3. Independent,Independent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,40,50,50,(4) 4. Independent,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
301628,(0) 0. No preference (FTF ONLY),No Party,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,50,50,50,50,(3) 3. Independent-Democrat,(99) 99. Haven't thought much about this,(3) 3. Moderate
301629,(3) 3. Independent,Independent,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,50,40,40,50,(5) 5. Independent-Republican,(99) 99. Haven't thought much about this,(2) 2. Conservative
301631,(1) 1. Democrat,Democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,70,60,50,(2) 2. Not very strong Democrat,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
301633,(1) 1. Democrat,Democrat,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50,,50,(2) 2. Not very strong Democrat,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
301634,(0) 0. No preference (FTF ONLY),No Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,50,50,50,(4) 4. Independent,(99) 99. Haven't thought much about this,(3) 3. Moderate
301636,(3) 3. Independent,Independent,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,30,60,40,60,(5) 5. Independent-Republican,(05) 5. Slightly conservative,
301637,(0) 0. No preference (FTF ONLY),No Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,50,50,(4) 4. Independent,(99) 99. Haven't thought much about this,
301645,(1) 1. Democrat,Democrat,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,85,15,50,45,(1) 1. Strong Democrat,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
301648,(1) 1. Democrat,Democrat,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,70,50,85,50,(2) 2. Not very strong Democrat,(03) 3. Slightly liberal,
301649,(1) 1. Democrat,Democrat,,,,,,,,,,,,,,,,0,50,0,,,(1) 1. Strong Democrat,,
301650,(1) 1. Democrat,Democrat,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,70,85,(1) 1. Strong Democrat,(05) 5. Slightly conservative,
301651,(1) 1. Democrat,Democrat,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,100,0,85,30,(1) 1. Strong Democrat,(02) 2. Liberal,
301654,(3) 3. Independent,Independent,,,,,,,,,,,,,,,,,60,40,,,(4) 4. Independent,,
301655,(3) 3. Independent,Independent,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,50,60,50,50,(5) 5. Independent-Republican,(99) 99. Haven't thought much about this,(1) 1. Liberal
301656,(1) 1. Democrat,Democrat,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,60,60,50,60,(2) 2. Not very strong Democrat,(04) 4. Moderate/ middle of the road,(2) 2. Conservative
301659,(1) 1. Democrat,Democrat,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,85,30,70,40,(1) 1. Strong Democrat,(02) 2. Liberal,
301661,(2) 2. Republican,Republican,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,30,60,40,60,(7) 7. Strong Republican,(04) 4. Moderate/ middle of the road,(2) 2. Conservative
301663,(3) 3. Independent,Independent,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,60,85,60,(4) 4. Independent,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
301665,(2) 2. Republican,Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,85,30,60,(6) 6. Not very strong Republican,(05) 5. Slightly conservative,
301666,(1) 1. Democrat,Democrat,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,60,0,70,30,(2) 2. Not very strong Democrat,(02) 2. Liberal,
301669,(3) 3. Independent,Independent,1,0,0,1,0,0,0,0,0,0,0,0,1,,1,0,50,60,50,50,(4) 4. Independent,(99) 99. Haven't thought much about this,(3) 3. Moderate
301670,(1) 1. Democrat,Democrat,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,15,70,70,70,(2) 2. Not very strong Democrat,(03) 3. Slightly liberal,
301672,(2) 2. Republican,Republican,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15,15,15,85,(6) 6. Not very strong Republican,(06) 6. Conservative,
301677,(1) 1. Democrat,Democrat,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,85,0,85,0,(1) 1. Strong Democrat,(02) 2. Liberal,
301678,(3) 3. Independent,Independent,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,70,0,100,70,(3) 3. Independent-Democrat,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
301679,(2) 2. Republican,Republican,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,100,0,100,(7) 7. Strong Republican,(07) 7. Extremely conservative,
301685,(1) 1. Democrat,Democrat,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,60,50,(2) 2. Not very strong Democrat,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
301686,(2) 2. Republican,Republican,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50,60,70,85,(7) 7. Strong Republican,(06) 6. Conservative,
301688,(1) 1. Democrat,Democrat,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,70,50,70,(2) 2. Not very strong Democrat,(99) 99. Haven't thought much about this,(2) 2. Conservative
301691,(3) 3. Independent,Independent,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,40,60,50,40,(5) 5. Independent-Republican,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
301692,(3) 3. Independent,Independent,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,60,60,60,60,(5) 5. Independent-Republican,(03) 3. Slightly liberal,
301694,(2) 2. Republican,Republican,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,75,0,70,(6) 6. Not very strong Republican,(06) 6. Conservative,
301695,(3) 3. Independent,Independent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,70,(4) 4. Independent,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
301697,(1) 1. Democrat,Democrat,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,70,0,100,30,(1) 1. Strong Democrat,(01) 1. Extremely liberal,
301702,(3) 3. Independent,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,60,50,85,,(99) 99. Haven't thought much about this,(2) 2. Conservative
301705,(1) 1. Democrat,Democrat,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,70,15,85,0,(1) 1. Strong Democrat,(02) 2. Liberal,
